ID,NAME,LAT,LNG,DESCRIPTION,IMAGE,USER
2116,Place2116,-9.3475,-66.94744,Description2116,10,92
2117,Place2117,-37.82189,-25.74972,Description2117,5,92
2118,Place2118,25.06313,48.66165,Description2118,6,92
2119,Place2119,9.12548,108.30665,Description2119,,92
2120,Place2120,26.29642,131.59055,Description2120,6,92
2121,Place2121,-20.23296,-33.81638,Description2121,,92
2122,Place2122,10.64503,-179.46203,Description2122,5,92
2123,Place2123,-17.78477,71.70062,Description2123,,92
2124,Place2124,-24.9286,-60.29593,Description2124,9,92
2125,Place2125,-33.81317,-66.58633,Description2125,9,92
2126,Place2126,6.68097,-50.56739,Description2126,10,92
2127,Place2127,-17.40082,119.97565,Description2127,5,92
2128,Place2128,34.3257,-92.60764,Description2128,9,92
2129,Place2129,36.23302,-119.4258,Description2129,5,92
2130,Place2130,-7.94604,-46.3678,Description2130,,92
2131,Place2131,57.28053,70.35262,Description2131,9,92
2132,Place2132,-38.32529,3.35814,Description2132,,92
2133,Place2133,-28.50457,-112.28547,Description2133,,92
2134,Place2134,4.51761,131.05851,Description2134,10,92
2135,Place2135,-18.02164,-100.51335,Description2135,9,92
2136,Place2136,-11.29105,-137.10502,Description2136,,92
2137,Place2137,-26.01976,3.8467,Description2137,,92
2138,Place2138,-55.80819,43.09985,Description2138,10,92
2139,Place2139,-13.26453,170.9891,Description2139,6,92
2140,Place2140,-43.18093,-170.23798,Description2140,,92
2141,Place2141,-34.80484,-16.42374,Description2141,10,92
2142,Place2142,-6.56352,-83.03849,Description2142,6,92
2143,Place2143,-36.08945,-148.86689,Description2143,6,92
2144,Place2144,-25.87894,95.47874,Description2144,,93
2145,Place2145,-60.09214,-82.62277,Description2145,6,93
2146,Place2146,-49.84741,68.50429,Description2146,5,93
2147,Place2147,55.34167,178.17304,Description2147,6,93
2148,Place2148,-50.48465,-90.44904,Description2148,5,93
2149,Place2149,31.64427,148.86619,Description2149,,93
2150,Place2150,-58.48025,-41.78177,Description2150,5,93
2151,Place2151,-10.09588,87.27804,Description2151,5,93
2152,Place2152,-48.90193,-48.57294,Description2152,,93
2153,Place2153,-5.97122,107.76635,Description2153,6,93
2154,Place2154,20.52236,-9.64689,Description2154,6,93
2155,Place2155,-23.18296,59.14656,Description2155,9,93
2156,Place2156,24.65223,-148.00184,Description2156,10,93
2157,Place2157,-31.294,-155.18623,Description2157,5,93
2158,Place2158,-8.17448,-84.81413,Description2158,6,93
2159,Place2159,-51.37038,52.26439,Description2159,9,93
2160,Place2160,-54.39804,34.02348,Description2160,6,93
2161,Place2161,-40.43827,-106.00963,Description2161,,93
2162,Place2162,25.56347,161.0951,Description2162,9,93
2163,Place2163,32.54128,131.54959,Description2163,10,93
2164,Place2164,14.3406,-64.75013,Description2164,6,93
2165,Place2165,-43.59462,82.30503,Description2165,5,93
2166,Place2166,26.59729,113.04546,Description2166,5,93
2167,Place2167,-7.13449,-137.43332,Description2167,10,93
2168,Place2168,11.56505,-82.34504,Description2168,6,93
2169,Place2169,-1.81631,136.42233,Description2169,6,93
2170,Place2170,-46.48677,-176.22832,Description2170,,93
2171,Place2171,54.02811,112.74488,Description2171,6,93
2172,Place2172,3.87818,129.20373,Description2172,10,93
2173,Place2173,-21.47302,-39.02401,Description2173,6,93
2174,Place2174,64.95698,177.38934,Description2174,6,93
2175,Place2175,-50.60968,3.65357,Description2175,,93
2176,Place2176,65.33729,-97.44813,Description2176,,94
2177,Place2177,54.7727,-96.03947,Description2177,9,94
2178,Place2178,48.03634,26.59795,Description2178,9,94
2179,Place2179,-12.67526,129.45844,Description2179,9,94
2180,Place2180,-46.82805,102.76082,Description2180,5,94
2181,Place2181,3.12722,129.16478,Description2181,5,94
2182,Place2182,18.21862,-10.98073,Description2182,5,94
2183,Place2183,38.15389,82.71352,Description2183,10,94
2184,Place2184,42.18409,175.36635,Description2184,,94
2185,Place2185,46.75431,135.988,Description2185,9,94
2186,Place2186,-43.97699,-122.41505,Description2186,5,94
2187,Place2187,9.68859,-109.95672,Description2187,9,94
2188,Place2188,51.83461,-35.83464,Description2188,6,94
2189,Place2189,-27.21376,-61.76947,Description2189,5,94
2190,Place2190,62.42766,-51.74025,Description2190,9,94
2191,Place2191,68.11757,131.27387,Description2191,,94
2192,Place2192,0.11766,-39.56997,Description2192,9,94
2193,Place2193,26.69914,103.60057,Description2193,,94
2194,Place2194,0.66087,161.55888,Description2194,10,94
2195,Place2195,-8.50169,-138.35654,Description2195,5,94
2196,Place2196,-43.19229,169.4723,Description2196,9,94
2197,Place2197,63.43932,-164.20595,Description2197,5,94
2198,Place2198,-14.00883,45.6563,Description2198,5,94
2199,Place2199,-40.14735,30.74487,Description2199,10,94
2200,Place2200,58.82156,50.18764,Description2200,5,94
2201,Place2201,-18.05034,-34.08089,Description2201,10,94
2202,Place2202,-0.54665,10.46642,Description2202,9,94
2203,Place2203,-8.1128,38.82073,Description2203,9,94
2204,Place2204,-9.15486,104.08771,Description2204,5,95
2205,Place2205,-24.50477,155.49474,Description2205,6,95
2206,Place2206,-22.83027,39.90087,Description2206,9,95
2207,Place2207,7.45582,-68.23238,Description2207,,95
2208,Place2208,68.46095,-11.00377,Description2208,6,95
2209,Place2209,38.70164,68.73727,Description2209,5,95
2210,Place2210,-28.98724,-69.44092,Description2210,5,95
2211,Place2211,-51.36801,-8.84827,Description2211,10,95
2212,Place2212,46.71698,133.38292,Description2212,9,95
2213,Place2213,-35.92184,37.08574,Description2213,5,95
2214,Place2214,-62.19621,115.50617,Description2214,5,95
2215,Place2215,-51.41208,176.69545,Description2215,10,95
2216,Place2216,-7.14417,-30.64189,Description2216,,95
2217,Place2217,49.30548,-27.62425,Description2217,9,95
2218,Place2218,-13.64015,73.0753,Description2218,5,95
2219,Place2219,-32.39282,106.82151,Description2219,,95
2220,Place2220,-20.15765,-136.52575,Description2220,9,95
2221,Place2221,-19.47855,33.19449,Description2221,6,95
2222,Place2222,-57.5975,141.02368,Description2222,10,95
2223,Place2223,-50.48156,-164.54709,Description2223,6,95
2224,Place2224,-12.37453,42.66831,Description2224,,95
2225,Place2225,-56.65768,-29.52455,Description2225,9,95
2226,Place2226,-41.01806,-87.38535,Description2226,5,95
2227,Place2227,31.4536,-153.0241,Description2227,10,95
2228,Place2228,38.97547,30.93484,Description2228,10,95
2229,Place2229,13.4638,122.339,Description2229,6,95
2230,Place2230,-18.99747,87.79115,Description2230,5,95
2231,Place2231,21.62231,-154.74547,Description2231,9,95
2232,Place2232,17.2488,-22.05134,Description2232,10,95
2233,Place2233,9.31189,-4.69018,Description2233,,95
2234,Place2234,20.92767,-102.83053,Description2234,10,95
2235,Place2235,-7.71798,152.04856,Description2235,9,95
2236,Place2236,9.83195,28.97441,Description2236,6,95
2237,Place2237,-19.64741,-135.7421,Description2237,10,95
2238,Place2238,-61.54553,79.38247,Description2238,9,95
2239,Place2239,-15.97352,-59.75096,Description2239,6,95
2240,Place2240,-15.48731,148.80057,Description2240,,95
2241,Place2241,-16.54333,-6.43915,Description2241,5,95
2242,Place2242,-51.66758,-24.8659,Description2242,,95
2243,Place2243,2.62171,75.83346,Description2243,,95
2244,Place2244,40.25186,121.53353,Description2244,10,95
2245,Place2245,39.31654,-105.03224,Description2245,10,95
2246,Place2246,-24.25495,-121.6512,Description2246,10,95
2247,Place2247,55.90897,140.9876,Description2247,9,95
2248,Place2248,23.52921,-94.38914,Description2248,6,95
2249,Place2249,5.97319,27.76128,Description2249,6,95
2250,Place2250,34.29754,-152.99055,Description2250,10,95
2251,Place2251,38.6703,88.50069,Description2251,5,96
2252,Place2252,36.90684,-71.80245,Description2252,10,96
2253,Place2253,-60.95066,111.92883,Description2253,9,96
2254,Place2254,54.75279,-50.96229,Description2254,5,96
2255,Place2255,48.1061,30.03659,Description2255,,96
2256,Place2256,27.22917,-79.13147,Description2256,9,96
2257,Place2257,32.17657,48.76757,Description2257,5,96
2258,Place2258,29.37401,158.29923,Description2258,9,96
2259,Place2259,63.5967,135.8079,Description2259,,96
2260,Place2260,11.3849,-165.94574,Description2260,5,96
2261,Place2261,-10.91268,-96.42663,Description2261,5,96
2262,Place2262,5.88217,-11.8137,Description2262,,96
2263,Place2263,-7.65254,-88.88496,Description2263,6,96
2264,Place2264,-15.05939,-129.26718,Description2264,9,96
2265,Place2265,50.98774,52.21209,Description2265,9,96
2266,Place2266,40.96128,0.49101,Description2266,5,96
2267,Place2267,-16.79714,41.68252,Description2267,,96
2268,Place2268,44.64496,-135.86467,Description2268,6,96
2269,Place2269,-12.60158,155.93112,Description2269,9,96
2270,Place2270,15.93801,140.52576,Description2270,,96
2271,Place2271,15.53339,-131.06554,Description2271,6,96
2272,Place2272,-13.33506,95.62999,Description2272,10,96
2273,Place2273,66.11996,20.87328,Description2273,10,96
2274,Place2274,40.9468,157.48935,Description2274,6,96
2275,Place2275,9.91621,137.77131,Description2275,,96
2276,Place2276,-56.62746,154.74582,Description2276,10,96
2277,Place2277,1.87972,99.12583,Description2277,6,96
2278,Place2278,56.35363,-6.82799,Description2278,,96
2279,Place2279,18.89737,-115.78728,Description2279,5,96
2280,Place2280,4.63088,-36.71873,Description2280,9,96
2281,Place2281,68.93811,-172.38702,Description2281,9,96
2282,Place2282,3.82774,178.30172,Description2282,6,96
2283,Place2283,10.57181,76.64141,Description2283,10,96
2284,Place2284,19.36377,-79.80595,Description2284,6,96
2285,Place2285,-37.21521,-105.06499,Description2285,9,96
2286,Place2286,-24.92338,-167.11918,Description2286,9,96
2287,Place2287,-39.50916,-161.119,Description2287,,97
2288,Place2288,-38.98607,115.92228,Description2288,,97
2289,Place2289,42.20713,147.14972,Description2289,10,97
2290,Place2290,-73.5119,178.30863,Description2290,9,97
2291,Place2291,35.36766,-155.73077,Description2291,4,97
2292,Place2292,66.60525,-83.72057,Description2292,5,97
2293,Place2293,42.59327,-60.22144,Description2293,,97
2294,Place2294,-72.84507,-56.29985,Description2294,4,97
2295,Place2295,4.41377,156.61974,Description2295,6,97
2296,Place2296,20.1179,36.20984,Description2296,4,97
2297,Place2297,-1.51316,131.56131,Description2297,,97
2298,Place2298,47.38019,-102.99173,Description2298,,97
2299,Place2299,3.70749,109.13818,Description2299,,97
2300,Place2300,-21.45071,-25.62181,Description2300,5,97
2301,Place2301,-8.70632,116.46654,Description2301,9,97
2302,Place2302,47.72045,153.69514,Description2302,5,97
2303,Place2303,13.55144,98.38613,Description2303,9,98
2304,Place2304,19.6522,80.28626,Description2304,6,98
2305,Place2305,1.71017,-7.72523,Description2305,,98
2306,Place2306,14.76721,70.68171,Description2306,6,98
2307,Place2307,47.4292,-142.30413,Description2307,10,99
2308,Place2308,13.2781,155.28442,Description2308,9,99
2309,Place2309,4.85897,-83.83333,Description2309,9,99
2310,Place2310,-26.96281,144.51251,Description2310,,99
2311,Place2311,-44.5343,-178.9183,Description2311,6,99
2312,Place2312,53.76811,68.03861,Description2312,10,99
2313,Place2313,-67.894,-103.57871,Description2313,10,99
2314,Place2314,24.63597,7.194,Description2314,6,99
2315,Place2315,-26.36439,133.92618,Description2315,5,99
2316,Place2316,-8.57728,-161.81268,Description2316,,99
2317,Place2317,0.39436,27.61864,Description2317,9,99
2318,Place2318,49.03863,-125.81018,Description2318,5,99
2319,Place2319,-74.86447,-127.23041,Description2319,10,99
2320,Place2320,-31.06343,48.6992,Description2320,10,99
2321,Place2321,-68.09668,174.15746,Description2321,5,99
2322,Place2322,-12.87494,164.80651,Description2322,10,99
2323,Place2323,3.10957,105.31802,Description2323,10,99
2324,Place2324,46.06434,51.70425,Description2324,10,99
2325,Place2325,26.97472,55.39618,Description2325,10,99
2326,Place2326,60.34431,-161.0576,Description2326,10,99
2327,Place2327,-72.09064,-43.9776,Description2327,,99
2328,Place2328,-3.75667,76.96529,Description2328,5,99
2329,Place2329,-25.18912,72.01783,Description2329,5,99
2330,Place2330,27.5871,-15.37878,Description2330,9,99
2331,Place2331,27.67637,-68.55579,Description2331,,99
2332,Place2332,29.10922,-106.56409,Description2332,5,99
2333,Place2333,-14.76035,-76.15919,Description2333,,99
2334,Place2334,-20.86922,-92.4765,Description2334,9,99
2335,Place2335,60.84867,-106.68308,Description2335,6,99
2336,Place2336,49.09534,150.36895,Description2336,10,99
2337,Place2337,-23.45921,102.03976,Description2337,5,99
2338,Place2338,24.21139,95.22505,Description2338,6,99
2339,Place2339,28.04618,54.05574,Description2339,,99
2340,Place2340,-32.91429,35.39346,Description2340,9,99
2341,Place2341,37.58541,79.39029,Description2341,9,99
2342,Place2342,34.3925,-2.73681,Description2342,,99
2343,Place2343,31.6905,-162.00418,Description2343,6,99
2344,Place2344,-45.83587,76.02487,Description2344,10,99
2345,Place2345,-42.29208,-135.71454,Description2345,9,99
2346,Place2346,24.10298,-142.11557,Description2346,10,99
2347,Place2347,-69.60934,-97.60768,Description2347,6,99
2348,Place2348,-18.63855,-23.86727,Description2348,10,99
2349,Place2349,36.74428,-7.77676,Description2349,9,99
2350,Place2350,-55.90589,-22.7944,Description2350,9,99
2351,Place2351,-17.17196,-162.9347,Description2351,6,99
2352,Place2352,-44.01495,31.67102,Description2352,10,100
2353,Place2353,-34.39289,172.00202,Description2353,9,100
